,custom_fields,figshare_url,description,funding,version,status,size,created_date,modified_date,is_public,is_confidential,is_metadata_record,confidential_reason,metadata_reason,license,references,has_linked_file,citation,is_embargoed,embargo_date,embargo_type,embargo_title,embargo_reason,embargo_options,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi,views,posted,firstOnline,group_name,parent_group_name,Associated Collection (custom field),Building,Data Classification,Did you add a README file?,Grant number,I confirm the information shared has been deidentified.,Issue,Journal,Lab,Lab Group (custom field),Language,List added by CSV,Type of Subject,Volume,email,links,test,test custoom field,ttest,Досвід
48,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/Open_access_journal_publication/7183894,"<div>Allowed open access version.</div><div><br></div><div>Publisher DOI: <a href=""https://doi.org/10.1067/mem.2002.123698"">https://doi.org/10.1067/mem.2002.123698</a></div>","DE LOS RIOS ESCALANTE Postgraduate Scholarship, PATRICIO RENE",1,public,542320,2022-04-25T23:03:30Z,2022-04-25T23:03:31Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Ruha, Anne-Michelle; Curry, Steven; Beuhler, Michael (2021): Open access journal publication. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.7183894.v1",False,,file,,,[],7183894,Open access journal publication,10.0166/FK2.stagefigshare.7183894.v1,,https://api.figsh.com/v2/articles/7183894,2021-08-27T21:56:37Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829673854/thumb.png,6,journal contribution,9993,https://api.figsh.com/v2/account/articles/7183894,https://api.figsh.com/v2/articles/7183894,https://figsh.com/account/articles/7183894,https://faber.figsh.com/articles/journal_contribution/Open_access_journal_publication/7183894,"{'posted': '2021-08-27T21:56:37', 'firstOnline': '2021-08-27T21:56:37', 'id': 7183894}",Initial postmarketing experience with crotalidae polyvalent immune Fab for treatment of rattlesnake envenomation,10.1067/mem.2002.123698,0,2021-08-27T21:56:37,2021-08-27T21:56:37,Astronomy,Faber College,[],,,,,,,,,,,,,,,,,,,
49,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}, {'name': 'Lab Group (custom field)', 'value': ''}, {'name': 'Досвід', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/Research_paper_-_open_access_version/7183888,"<div>Ideally this would be in a Figshare Group that uses Handles and not DOIs.<br></div><div><br></div><div>Publisher DOI: <a href=""https://doi.org/10.1067/mem.2002.123698"">https://doi.org/10.1067/mem.2002.123698</a></div>",,3,public,1326153,2021-10-06T22:46:39Z,2022-04-13T00:50:06Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis; Lee, Lee (2021): Research paper - open access version. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.7183888",False,,file,,,[],7183888,Research paper - open access version,10.0166/FK2.stagefigshare.7183888,,https://api.figsh.com/v2/articles/7183888,2021-10-06T22:46:39Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829673852/thumb.png,6,journal contribution,9993,https://api.figsh.com/v2/account/articles/7183888,https://api.figsh.com/v2/articles/7183888,https://figsh.com/account/articles/7183888,https://faber.figsh.com/articles/journal_contribution/Research_paper_-_open_access_version/7183888,"{'posted': '2021-10-06T22:46:39', 'firstOnline': '2021-08-27T21:57:09', 'id': 7183888}",Initial postmarketing experience with crotalidae polyvalent immune Fab for treatment of rattlesnake envenomation,10.1067/mem.2002.123698,0,2021-10-06T22:46:39,2021-08-27T21:57:09,Astronomy,Faber College,[],,,,,['Yes'],,,,,,,,,,,,,,[]
50,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}]",https://faber.figsh.com/articles/journal_contribution/Research_paper_with_no_open_access_version/7183886,"This metadata record points to the publisher version of the paper. Ideally, this will be in a Figshare Group that uses a Handle rather than a DOI.<br>",,1,public,0,2021-08-27T21:57:20Z,2022-04-13T00:43:09Z,True,False,True,,See publisher version of paper,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2021): Research paper with no open access version. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.7183886.v1",False,,article,,,[],7183886,Research paper with no open access version,10.0166/FK2.stagefigshare.7183886.v1,,https://api.figsh.com/v2/articles/7183886,2021-08-27T21:57:20Z,,6,journal contribution,9993,https://api.figsh.com/v2/account/articles/7183886,https://api.figsh.com/v2/articles/7183886,https://figsh.com/account/articles/7183886,https://faber.figsh.com/articles/journal_contribution/Research_paper_with_no_open_access_version/7183886,"{'posted': '2021-08-27T21:57:20', 'firstOnline': '2021-08-27T21:57:20', 'id': 7183886}",Validation of a Postextubation Dysphagia Screening Tool for Patients After Prolonged Endotracheal Intubation,10.4037/ajcc2018483,235,2021-08-27T21:57:20,2021-08-27T21:57:20,Astronomy,Faber College,[],,,,,['Yes'],,,,,,,,,,,,,,
51,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/dataset/Helix_counts_in_giraffe_fur/7017068,A permanently embargoed dataset<br>,,2,public,83,2022-11-17T18:26:19Z,2023-01-11T16:11:53Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Hollyfeld, Lazlo (2021): Helix counts in giraffe fur dataset. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.7017068.v2",False,,,,,[],7017068,Helix counts in giraffe fur dataset,10.0166/FK2.stagefigshare.7017068.v2,,https://api.figsh.com/v2/articles/7017068,2022-11-17T18:26:19Z,,3,dataset,9993,https://api.figsh.com/v2/account/articles/7017068,https://api.figsh.com/v2/articles/7017068,https://figsh.com/account/articles/7017068,https://faber.figsh.com/articles/dataset/Helix_counts_in_giraffe_fur/7017068,"{'posted': '2022-11-17T18:26:19', 'firstOnline': '2021-03-15T16:02:54', 'id': 7017068}",,,0,2022-11-17T18:26:19,2021-03-15T16:02:54,Astronomy,Faber College,[],,,['Yes'],,,,,,,,,,,,,,,,
52,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}, {'name': 'Lab Group (custom field)', 'value': ''}, {'name': 'Досвід', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/dataset/De-identified_Dataset/6969378,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris ut 
aliquet nunc, ac varius enim. Aliquam interdum commodo aliquet. Aliquam 
sit amet magna vel purus tempor sodales. Morbi ultricies tincidunt mi, 
eleifend egestas tellus feugiat id. Vestibulum tristique elit justo, ut 
tristique mi elementum mollis. Nulla ac leo sit amet mi interdum luctus 
dapibus vitae sapien. Cras porttitor, leo in sollicitudin sollicitudin, 
risus turpis auctor lorem, eget volutpat nisl odio non lorem. Etiam 
dapibus varius feugiat. Etiam non erat ut nibh malesuada posuere non eu 
sapien. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices
 posuere cubilia curae; Donec at dolor vitae velit bibendum blandit. 
Orci varius natoque penatibus et magnis dis parturient montes, nascetur 
ridiculus mus.",Collaborative Research: Full Field Measurement of Cutting Tool Surface Temperatures,1,public,83,2022-02-23T17:15:14Z,2022-02-23T17:15:15Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['https://iastate.figshare.com/articles/dataset/Study_design_elements_in_preclinical_animal_experiments/6531224'],False,"Skolnick, Lewis; Hollyfeld, Lazlo (2020): De-identified Dataset. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.6969378.v1",False,,file,,,[],6969378,De-identified Dataset,10.0166/FK2.stagefigshare.6969378.v1,,https://api.figsh.com/v2/articles/6969378,2022-02-21T00:24:28Z,,3,dataset,9993,https://api.figsh.com/v2/account/articles/6969378,https://api.figsh.com/v2/articles/6969378,https://figsh.com/account/articles/6969378,https://faber.figsh.com/articles/dataset/De-identified_Dataset/6969378,"{'posted': '2022-02-21T00:24:28', 'firstOnline': '2020-11-24T19:48:16', 'id': 6969378}",,,0,2022-02-21T00:24:28,2020-11-24T19:48:16,Astronomy,Faber College,[],,,,,['Yes'],,,,,['English'],,,,,,,,,[]
53,"[{'name': 'Lab', 'value': 'Gerlicky'}, {'name': 'Building', 'value': 'Snow'}, {'name': 'Type of Subject', 'value': 'Text only'}]",https://faber.figsh.com/articles/figure/Map_of_pitfall_trap_locations/6968984,Map with ocean distance buffers<br>,,1,public,30130,2021-05-05T19:27:19Z,2021-05-05T19:27:21Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2021): Map of pitfall trap locations. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.6968984.v1",False,,file,,,[],6968984,Map of pitfall trap locations,10.0166/FK2.stagefigshare.6968984.v1,,https://api.figsh.com/v2/articles/6968984,2021-05-05T19:27:19Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829557050/thumb.png,1,figure,9993,https://api.figsh.com/v2/account/articles/6968984,https://api.figsh.com/v2/articles/6968984,https://figsh.com/account/articles/6968984,https://faber.figsh.com/articles/figure/Map_of_pitfall_trap_locations/6968984,"{'posted': '2021-05-05T19:27:19', 'firstOnline': '2021-05-05T19:27:19', 'id': 6968984}",,,71,2021-05-05T19:27:19,2021-05-05T19:27:19,Astronomy,Faber College,,Snow,,,,,,,Gerlicky,,,,Text only,,,,,,,
54,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}]",https://faber.figsh.com/articles/poster/An_Item_to_Unpublish/6968976,Unpublish for demonstration<br>,,1,public,55809,2021-08-28T21:53:23Z,2021-08-28T21:53:24Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2020): An Item to Unpublish. Faber College. Poster. https://doi.org/10.0166/FK2.stagefigshare.6968976.v1",False,,file,,,[],6968976,An Item to Unpublish,10.0166/FK2.stagefigshare.6968976.v1,,https://api.figsh.com/v2/articles/6968976,2020-11-20T00:09:25Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829557044/thumb.png,5,poster,9993,https://api.figsh.com/v2/account/articles/6968976,https://api.figsh.com/v2/articles/6968976,https://figsh.com/account/articles/6968976,https://faber.figsh.com/articles/poster/An_Item_to_Unpublish/6968976,"{'posted': '2020-11-20T00:09:25', 'firstOnline': '2020-11-20T00:09:25', 'id': 6968976}",,,0,2020-11-20T00:09:25,2020-11-20T00:09:25,Astronomy,Faber College,[],,,,,['Yes'],,,,,,,,,,,,,,
55,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/journal_contribution/Metadata_Only/5735939,Astrophysics paper<br>,,1,public,0,2020-11-23T21:14:43Z,2023-03-23T20:51:51Z,True,False,True,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2017): Metadata Only. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.5735939.v1",False,,article,,,[],5735939,Metadata Only,10.0166/FK2.stagefigshare.5735939.v1,,https://api.figsh.com/v2/articles/5735939,2017-03-26T21:33:05Z,,6,journal contribution,9993,https://api.figsh.com/v2/account/articles/5735939,https://api.figsh.com/v2/articles/5735939,https://figsh.com/account/articles/5735939,https://faber.figsh.com/articles/journal_contribution/Metadata_Only/5735939,"{'posted': '2017-03-26T21:33:05', 'firstOnline': '2017-03-26T21:33:05', 'id': 5735939}",The ecological impact of high-performance computing in astrophysics,10.1038/s41550-020-1208-y,0,2017-03-26T21:33:05,2017-03-26T21:33:05,Astronomy,Faber College,[],,,['Yes'],,,,,,,,,,,,,,,,
56,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/conference_contribution/Using_Classification_to_Determine_Whether_Personality_Profiles_of_Countries_Affect_Various_National_Indexes/8313960,"Abstract: Nations are consisted of individuals, which makes it natural that these individuals affect a nation's social structure. The effect is stronger when large groups of like-minded people are present. In this paper, we analyze do personality types, according to the MBTI theory, affect various national indexes, such as the Human Development Index (HDI), GDP per capita, Gay Happiness Index (GHI), religiosity, democracy index, etc. This is done by using four different classifiers that try to classify a country in every index provided. A few other datasets, such as the population in 1998 and surface area of a country, are used as reference points of classifiers with low classification rates. Results show that classification is possible using the national personality profile. The highest classification rates are connected with the GHI and average IQ of a country, while the lowest is scored with the reference datasets and the military budget per capita index.",,1,public,0,2023-03-15T02:15:27Z,2023-03-15T02:15:27Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],True,"Yaman, Emine; Musić-Kiliç, Azra; Zerdo, Zaid (2018): Using Classification to Determine Whether Personality Profiles of Countries Affect Various National Indexes. Faber College. Conference contribution. https://doi.org/10.0166/FK2.stagefigshare.8313960.v1",False,,file,,,[],8313960,Using Classification to Determine Whether Personality Profiles of Countries Affect Various National Indexes,10.0166/FK2.stagefigshare.8313960.v1,,https://api.figsh.com/v2/articles/8313960,2023-03-15T02:15:27Z,,14,conference contribution,9995,https://api.figsh.com/v2/account/articles/8313960,https://api.figsh.com/v2/articles/8313960,https://figsh.com/account/articles/8313960,https://faber.figsh.com/articles/conference_contribution/Using_Classification_to_Determine_Whether_Personality_Profiles_of_Countries_Affect_Various_National_Indexes/8313960,"{'posted': '2023-03-15T02:15:27', 'firstOnline': '2018-04-01T00:00:00', 'id': 8313960}",,,0,2023-03-15T02:15:27,2018-04-01T00:00:00,Reports and Publications,Faber College,[],,,,,,,,,,['English'],,,,,,,,,
57,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/thesis/Implications_for_school_administration_of_the_personality_structure_of_educational_personnel/8313958,"<p>Abstract: The Problem and Methods. The problem of the study was to analyse implications to educational administration of patterns of personality as found among education students, teachers, and school administrators. Based on the Myers-Briggs Type Indicator (MBTI) embodying Jung's theory of personality for the predictor measures, the following dimensions of sixteen possible preference-types were linked to other variables: extraversion-introversion (E-I), judgment-perception (J-P), sensation-intuition (S-N), and thinking-feeling (T-F). The study attempted to show preference-type as an important factor of increasing selectivity within the teaching profession (seven hypotheses), and to relate type to vocational choices, expressed teacher satisfaction, rated affectiveness, amount of training, and amount of experience (five hypotheses).<br>
</p>
<p>In order to test the twelve hypotheses of the study for the sample of 1,084 education students, teachers, and administrators, the four nominal scores of the MBTI were the predictor measures against which the criterion measures of the study were tested by means of chi-square tests, sign tests, and analysis of variance. Three questionnaires furnished the data for the description of the sample populations, and the criterion measures involved in the study.<br>
</p>
<p>Summary of the Findings. Seven hypotheses concerned with selection factors. All sample populations were significantly different from the distribution of types found in the general population. The modal male at all levels was the ESTJ pattern, while the mode for one-year female students and female teachers -- most of whom also had one year of training -- was the ESFJ type. In the degree program the mode for females was ENFP. Male administrators tended to possess the extraversion and judgment dimensions, as hypothesized. A large proportion of teachers fall into a relatively few preference-types.<br>
</p>
<p>Five hypotheses concerned with variables of significance to educational administration. Female students who indicated a teaching preference for elementary, junior, or senior high school levels differed significantly in the distribution of preference-types from one another, and those who preferred grade over subject teaching also differed significantly. English and foreign language majors differed from female students who had not selected a major. Female education majors differed significantly from females majoring in the arts and sciences. Significant differences between preference-types were found among teachers with respect to six aspects of expressed teacher satisfaction as determined by analysis of variance. Female student teachers who possessed the EP and/or NF dimensions of personality were rated more affective than other student teachers. Male teachers with more training were significantly more apt to be rated as more affective in teaching, but no relationship was found between years of teaching experience and rated affectiveness.<br>
</p>
<p>Eleven of the twelve hypotheses showed significant relationships, at least in part, with either or both the male and the female samples. This exploratory study offers a basis for the study of teacher and administrator characteristics which makes no assumption that there are characteristics common to all. </p>
<p><br></p>
<p>University of Alberta, 1961.<br>
Advisor: John Andrews </p>",,1,public,7305071,2023-03-15T01:57:07Z,2023-03-15T02:01:35Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Von Fange, Erich Alvin (1961): Implications for school administration of the personality structure of educational personnel. Faber College. Thesis. https://doi.org/10.0166/FK2.stagefigshare.8313958.v1",False,2023-04-15,,,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",8313958,Implications for school administration of the personality structure of educational personnel,10.0166/FK2.stagefigshare.8313958.v1,,https://api.figsh.com/v2/articles/8313958,2023-03-15T01:59:56Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830347426/thumb.png,8,thesis,9995,https://api.figsh.com/v2/account/articles/8313958,https://api.figsh.com/v2/articles/8313958,https://figsh.com/account/articles/8313958,https://faber.figsh.com/articles/thesis/Implications_for_school_administration_of_the_personality_structure_of_educational_personnel/8313958,"{'posted': '2023-03-15T01:59:56', 'firstOnline': '1961-03-08T00:00:00', 'id': 8313958}",,,0,2023-03-15T01:59:56,1961-03-08T00:00:00,Reports and Publications,Faber College,[],,,,,,,,,,['English'],,,,,,,,,
58,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/journal_contribution/Multimodal_score_distributions_on_the_Myers-Briggs_Type_Indicator/8313956,"<p>Research Memorandum, Educational Testing Service. Scores on the Myers-Briggs Type Indicator are sometimes found to have bimodal or multimodal frequency distributions in some groups to which the inventory is administered. This report describes a statistical study designed to determine whether the multimodalities in a data set might be attributable to sample fluctuation. A significance test for unimodality in frequency distributions was devised and applied to the data for a large sample of undergraduates. The null hypothesis that the distributions of the four scales on the inventory were unimodal could not be rejected.</p>
<p><br></p>
<p>To request access...</p>",,1,public,0,2023-03-15T01:57:42Z,2023-03-15T02:01:23Z,True,False,True,,Physical copy at Myers & Briggs Foundation,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Lord, Frederic (1958): Multimodal score distributions on the Myers-Briggs Type Indicator. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.8313956.v1",False,2023-04-15,,,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",8313956,Multimodal score distributions on the Myers-Briggs Type Indicator,10.0166/FK2.stagefigshare.8313956.v1,,https://api.figsh.com/v2/articles/8313956,2023-03-15T02:00:12Z,,6,journal contribution,9995,https://api.figsh.com/v2/account/articles/8313956,https://api.figsh.com/v2/articles/8313956,https://figsh.com/account/articles/8313956,https://faber.figsh.com/articles/journal_contribution/Multimodal_score_distributions_on_the_Myers-Briggs_Type_Indicator/8313956,"{'posted': '2023-03-15T02:00:12', 'firstOnline': '1958-01-01T00:00:00', 'id': 8313956}",,,108,2023-03-15T02:00:12,1958-01-01T00:00:00,Reports and Publications,Faber College,[],,,,,,,,,,['English'],,,,,,,,,
59,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/ATU_data/8245261,<p>a brief description of this data </p>,UKRI AHRC Impact Acceleration Account,1,public,395,2023-02-08T11:35:40Z,2023-02-08T11:35:40Z,True,False,False,,,"{'value': 4, 'name': 'GPL', 'url': 'https://www.gnu.org/copyleft/gpl.html'}",[],False,"Clark, Adrian (2023): ATU data. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8245261.v1",False,,article,,,[],8245261,ATU data,10.0166/FK2.stagefigshare.8245261.v1,,https://api.figsh.com/v2/articles/8245261,2023-02-08T11:35:40Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830308403/thumb.png,3,dataset,10005,https://api.figsh.com/v2/account/articles/8245261,https://api.figsh.com/v2/articles/8245261,https://figsh.com/account/articles/8245261,https://faber.figsh.com/articles/dataset/ATU_data/8245261,"{'posted': '2023-02-08T11:35:40', 'firstOnline': '2023-02-08T11:35:40', 'id': 8245261}",,,0,2023-02-08T11:35:40,2023-02-08T11:35:40,Environmental Science,Faber College,[],,,,,,,,,,,,,,,,,,,
60,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Migratory_bird_observation_data/8112570,<p>add a quality description </p>,Applying NERC-funded biodiversity research to improve corporate biodiversity strategies,1,public,84687,2022-11-25T10:55:20Z,2023-01-04T20:23:25Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Clark, Adrian (2022): Migratory bird observation data. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8112570.v1",False,,file,,,[],8112570,Migratory bird observation data,10.0166/FK2.stagefigshare.8112570.v1,,https://api.figsh.com/v2/articles/8112570,2022-11-25T10:55:20Z,,3,dataset,10005,https://api.figsh.com/v2/account/articles/8112570,https://api.figsh.com/v2/articles/8112570,https://figsh.com/account/articles/8112570,https://faber.figsh.com/articles/dataset/Migratory_bird_observation_data/8112570,"{'posted': '2022-11-25T10:55:20', 'firstOnline': '2022-11-25T10:55:20', 'id': 8112570}",,,0,2022-11-25T10:55:20,2022-11-25T10:55:20,Environmental Science,Faber College,[],,,,,,,,,,,,,,,,,,,
61,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/A_study_of_biodiversity_at_Sherwood/8109078,"<p> A count of the ecosystem at Sherwood Forest, East Midlands UK captured in March 2022. That includes 950,000 species of insects, 270,000 species of plants, 19,000 species of fish, 9,000 species of birds, and 4,000 species of mammals.</p>","NERC-MOST Biodiversity change: integrating taxonomic, phylogenetic and functional diversity",1,public,290480,2022-11-24T15:45:57Z,2022-11-24T15:45:57Z,True,False,False,,,"{'value': 2, 'name': 'CC-0', 'url': 'https://creativecommons.org/publicdomain/zero/1.0/'}",[],False,"Clark, Adrian (2022): A study of biodiversity at Sherwood. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.8109078.v1",False,,file,,,[],8109078,A study of biodiversity at Sherwood,10.0166/FK2.stagefigshare.8109078.v1,,https://api.figsh.com/v2/articles/8109078,2022-11-24T15:45:57Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830223334/thumb.png,6,journal contribution,10005,https://api.figsh.com/v2/account/articles/8109078,https://api.figsh.com/v2/articles/8109078,https://figsh.com/account/articles/8109078,https://faber.figsh.com/articles/journal_contribution/A_study_of_biodiversity_at_Sherwood/8109078,"{'posted': '2022-11-24T15:45:57', 'firstOnline': '2022-11-24T15:45:57', 'id': 8109078}",,,0,2022-11-24T15:45:57,2022-11-24T15:45:57,Environmental Science,Faber College,[],,,,,,,,,,,,,,,,,,,
62,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Biodiversity_Sherwood_Forest/8109076,"<p> A count of the ecosystem at Sherwood Forest, East Midlands UK captured in March 2022. That includes 950,000 species of insects, 270,000 species of plants, 19,000 species of fish, 9,000 species of birds, and 4,000 species of mammals. </p>","NERC-MOST Biodiversity change: integrating taxonomic, phylogenetic and functional diversity",1,public,29,2022-11-24T14:31:14Z,2022-11-24T14:31:14Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Clark, Adrian (2022): Biodiversity Sherwood Forest. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8109076.v1",False,,file,,,[],8109076,Biodiversity Sherwood Forest,10.0166/FK2.stagefigshare.8109076.v1,,https://api.figsh.com/v2/articles/8109076,2022-11-24T14:31:14Z,,3,dataset,10005,https://api.figsh.com/v2/account/articles/8109076,https://api.figsh.com/v2/articles/8109076,https://figsh.com/account/articles/8109076,https://faber.figsh.com/articles/dataset/Biodiversity_Sherwood_Forest/8109076,"{'posted': '2022-11-24T14:31:14', 'firstOnline': '2022-11-24T14:31:14', 'id': 8109076}",,,0,2022-11-24T14:31:14,2022-11-24T14:31:14,Environmental Science,Faber College,[],,,,,,,,,,,,,,,,,,,
63,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Observation_data_October_2022/8004762,<p>Data collected from The National Forest England about common tree pests and their impact on biodiversity</p>,,1,public,16785819,2022-10-21T10:33:03Z,2022-10-21T10:33:03Z,True,False,False,,,"{'value': 2, 'name': 'CC-0', 'url': 'https://creativecommons.org/publicdomain/zero/1.0/'}",[],False,"faber, figshare admin (2022): Observation data October 2022. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8004762.v1",False,,file,,,[],8004762,Observation data October 2022,10.0166/FK2.stagefigshare.8004762.v1,,https://api.figsh.com/v2/articles/8004762,2022-10-21T10:33:02Z,,3,dataset,10005,https://api.figsh.com/v2/account/articles/8004762,https://api.figsh.com/v2/articles/8004762,https://figsh.com/account/articles/8004762,https://faber.figsh.com/articles/dataset/Observation_data_October_2022/8004762,"{'posted': '2022-10-21T10:33:02', 'firstOnline': '2022-10-21T10:33:02', 'id': 8004762}",,,0,2022-10-21T10:33:02,2022-10-21T10:33:02,Environmental Science,Faber College,[],,,,,,,,,,,,,,,,,,,
64,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Spectrometric_Data_File/8205483,"<p> <strong>Laser guidance</strong> directs a robotics system to a target position by means of a <a href=""https://en.wikipedia.org/wiki/Laser"" target=""_blank"">laser</a> beam. The laser guidance of a <a href=""https://en.wikipedia.org/wiki/Robot"" target=""_blank"">robot</a> is accomplished by projecting a laser light, image processing and communication to improve the accuracy of guidance. The key idea is to show goal positions to the robot by laser light projection instead of communicating them numerically. This intuitive interface simplifies directing the robot while the visual <a href=""https://en.wikipedia.org/wiki/Feedback"" target=""_blank"">feedback</a> improves the positioning accuracy and allows for implicit localization. </p>",UKRI-India Future Networks Initiative,1,public,413,2023-01-18T14:30:13Z,2023-01-18T14:30:14Z,True,False,False,,,"{'value': 2, 'name': 'CC-0', 'url': 'https://creativecommons.org/publicdomain/zero/1.0/'}",[],False,"Clark, Adrian (2023): Spectrometric Data File. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8205483.v1",False,,file,,,[],8205483,Spectrometric Data File,10.0166/FK2.stagefigshare.8205483.v1,,https://api.figsh.com/v2/articles/8205483,2023-01-18T14:30:13Z,,3,dataset,10009,https://api.figsh.com/v2/account/articles/8205483,https://api.figsh.com/v2/articles/8205483,https://figsh.com/account/articles/8205483,https://faber.figsh.com/articles/dataset/Spectrometric_Data_File/8205483,"{'posted': '2023-01-18T14:30:13', 'firstOnline': '2023-01-18T14:30:13', 'id': 8205483}",,,0,2023-01-18T14:30:13,2023-01-18T14:30:13,Robotics,Faber College,[],,,,,,,,,,,,,,,,,,,
