id,license,categories,tags,funders,count_references,count_files
13691020,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13826672,CC0,['History'],"['S00867', 'S00191', 'S00036', 'S00181']",[],0,0
13693609,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13685971,CC BY 4.0,['History'],['United States History'],[],2,2
13830335,CC0,['History'],"['S00166', 'S00188']",[],0,0
13832312,CC0,['History'],['S01419'],[],0,0
9900377,CC BY 4.0,['History'],"['population', 'colonization', 'Guarapiranga']",[],0,4
13834904,CC0,['History'],['S00042'],[],0,0
13836206,CC0,['History'],['S00050'],[],0,0
13806758,CC0,['History'],"['S01863', 'S00066', 'S00067']",[],0,0
13806863,CC0,['History'],['S00036'],[],0,0
13807730,CC0,['History'],"['S00727', 'S00033', 'S00092', 'S00023', 'S00280', 'S00217', 'S00371']",[],0,4
13808534,CC0,['History'],['S01103'],[],0,0
13800092,CC0,['History'],['S00325'],[],0,0
13800533,CC0,['History'],['S00388'],[],0,0
13804007,CC0,['History'],['S00470'],[],0,0
13804148,CC0,['History'],"['S00288', 'S00763']",[],0,0
13804712,CC0,['History'],['S00703'],[],0,0
13805525,CC0,['History'],"['S00023', 'S00081', 'S00090']",[],0,0
9879194,In Copyright,"['Geography', 'History']","['cross-spectral analysis', 'dust flux', 'grain size', 'modern dust', 'Pampas', 'South America']","[{'id': 9879194, 'funder_name': None}]",0,1
13812497,CC0,['History'],['S00290'],[],0,0
13682134,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682239,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682713,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13921343,CC0,['History'],['S01128'],[],0,0
13922336,CC0,['History'],"['S00514', 'S00475', 'S00515', 'S02703', 'S00476', 'S00486']",[],0,0
13802519,CC0,['History'],['S00418'],[],0,0
13802867,CC0,['History'],['S00616'],[],0,0
13839335,CC0,['History'],"['S00073', 'S01778']",[],0,0
13839431,CC0,['History'],"['S00701', 'S00030', 'S00020', 'S00597', 'S00413', 'S01216', 'S00710', 'S00103', 'S00023', 'S00079', 'S00230']",[],0,0
13830017,CC0,['History'],['S01508'],[],0,0
13830269,CC0,['History'],['S00397'],[],0,0
13831889,CC0,['History'],"['S00860', 'S00864']",[],0,0
13701790,CC BY-NC-ND 4.0,"['Culture, Gender, Sexuality', 'Gender studies', 'History', 'Feminist Theory']","['oral history', 'feminist history', 'memory studies', 'gender studies', 'media studies', 'archival material']","[{'id': 13701790, 'funder_name': None}, {'id': 13701790, 'funder_name': None}]",1,2
13804346,CC0,['History'],['S00191'],[],0,0
13898006,CC0,['History'],['S00612'],[],0,0
6633488,In Copyright,"['Geography', 'History']","['manganese oxyhydroxides', 'Neolithic period', 'portable XRF', 'rock art', 'rock varnish', 'varnish growth mechanisms']",[],0,1
15138657,CC BY-NC-ND 4.0,"['Feminist Theory', 'Culture, Gender, Sexuality', 'History', 'Gender studies']","['Oral history', 'Feminist history', 'Memory studies', 'gender studies', 'Media Studies', 'archival material']","[{'id': 15138657, 'funder_name': None}, {'id': 15138657, 'funder_name': None}]",1,1
13828547,CC0,['History'],['S00109'],[],0,1
13828853,CC0,['History'],['S00518'],[],0,0
13829453,CC0,['History'],['S01364'],[],0,0
13906937,CC0,['History'],['S02542'],[],0,0
12403274,CC BY-NC-ND 4.0,"['Feminist Theory', 'Gender studies', 'History', 'Media Studies']","['oral history', 'Feminist history', 'memory studies', 'gender studies', 'Media Studies', 'archival material']","[{'id': 12403274, 'funder_name': None}, {'id': 12403274, 'funder_name': None}]",1,2
13905398,CC0,['History'],['S01203'],[],0,0
13905671,CC0,['History'],['S00623'],[],0,0
13898387,CC0,['History'],"['S02332', 'S01962']",[],0,0
13898492,CC0,['History'],['S00030'],[],0,0
13812458,CC0,['History'],['S00007'],[],0,0
13688893,CC BY 4.0,['History'],"['Eastern Wyoming College', 'Oral Tradition', 'Oral History']",[],0,1
13819997,CC0,['History'],"['S00050', 'S00518']",[],0,0
13690588,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13822265,CC0,['History'],['S00050'],[],0,0
13682221,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682293,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682326,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682344,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682449,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682485,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682977,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683001,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13683055,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683106,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13683511,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683628,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13814783,CC0,['History'],['S00705'],[],0,0
13817003,CC0,['History'],['S00033'],[],0,0
13685977,CC BY 4.0,['History'],"['Social History', 'United States History']",[],2,2
13858799,CC0,['History'],['S00097'],[],0,0
13858871,CC0,['History'],"['S00033', 'S00181']",[],0,0
13729873,CC0,['History'],"['Abraham, Old Testament patriarch', 'S00275']",[],0,0
13730695,CC0,['History'],"['Eliseus, according to the History of Albanians, student of Apostle Thaddeus and missionary to Albania', 'S00594']",[],0,0
13731544,CC0,['History'],"['Nahroou, Egyptian martyr from Pouoeit in the Fayum', 'S00927']",[],0,0
13732258,CC0,['History'],"['Felix and Fortunatus, brothers, martyrs of Aquileia and Vicenza', 'S01164']",[],0,0
13732627,CC0,['History'],"['Victorius, bishop of Le Mans, ob. c. 490', 'S01280']",[],0,0
13732654,CC0,['History'],"['Mitrias, saint of Aix-en-Provence', 'S01288']",[],0,0
13737310,CC0,['History'],"['Glodesindis, a Benedictine abbess from Metz, ob. 600', 'S02753']",[],0,0
13870481,CC0,['History'],['S00097'],[],0,0
13871084,CC0,['History'],['S00036'],[],0,0
13877132,CC0,['History'],['S00881'],[],0,0
13878374,CC0,['History'],"['S00352', 'S01362']",[],0,0
13856957,CC0,['History'],['S01128'],[],0,0
13732771,CC0,['History'],"['Theodosios the Coenobiarch, ob. 529', 'S01325']",[],0,0
13732834,CC0,['History'],"['Kyriakos, an unidentified monk of St Sabas Monastery', 'S01358']",[],0,0
13733782,CC0,['History'],"['Akakios, bishop of Beroia in Syria, late 4th c.', 'S01723']",[],0,0
13733926,CC0,['History'],"['Eleutherius, 6th c. abbot of Spoleto', 'S01770']",[],0,0
13734997,CC0,['History'],"['lesser saints, on 8 October in the Martyrologium Hieronymianum', 'S02123']",[],0,0
13800842,CC0,['History'],['S00050'],[],0,0
13757710,CC0,['History'],"['S00418', 'S00455']",[],0,0
13758085,CC0,['History'],"['S00008', 'S00036', 'S00400', 'S00539']",[],0,0
12311048,In Copyright,"['Geography', 'History']","['acidification', 'biodiversity', 'ecosystem retrogression', 'environmental change', 'extinction', 'human impact', 'range dynamics']","[{'id': 12311048, 'funder_name': None}]",0,1
13903289,CC0,['History'],"['S01274', 'S00020', 'S00042']",[],0,0
13904816,CC0,['History'],['S00463'],[],0,0
13855400,CC0,['History'],"['S01421', 'S00007', 'S00518']",[],0,0
13898030,CC0,['History'],"['S00033', 'S00036', 'S00008']",[],0,1
13910876,CC0,['History'],"['S01670', 'S00288', 'S02519', 'S02756']",[],0,0
13906784,CC0,['History'],['S00257'],[],0,0
13897097,CC0,['History'],['S01172'],[],0,0
13795373,CC0,['History'],['S00004'],[],0,0
13878896,CC0,['History'],"['S00509', 'S00037']",[],0,0
13897292,CC0,['History'],"['S00023', 'S00168']",[],0,0
13805981,CC0,['History'],['S00160'],[],0,0
13771792,CC0,['History'],"['S00485', 'S00512']",[],0,0
13872239,CC0,['History'],['S00050'],[],0,0
13741720,CC0,['History'],"['S00036', 'S00008']",[],0,0
13874006,CC0,['History'],['S00092'],[],0,0
13874804,CC0,['History'],"['S00050', 'S00033', 'S00008', 'S00480']",[],0,0
13875779,CC0,['History'],['S00036'],[],0,0
13733509,CC0,['History'],"['Aquilina, martyr in Byblos under Diocletian', 'S01616']",[],0,0
13734025,CC0,['History'],"['James, the Apostle, son of Alphaeus', 'S01801']",[],0,0
13734115,CC0,['History'],"['Matrona, abbess in Constantinople, 5th c.', 'S01829']",[],0,0
13734283,CC0,['History'],"['Flosculus, bishop of Orléans (Gaul), sometimes called Flou, ob. 480', 'S01887']",[],0,0
13735267,CC0,['History'],"['Lesser saints, on 2 January in the Martyrologium Hieronymianum: in Antioch, Ethiopia, and ´elsewhere´', 'S02210']",[],0,0
13735282,CC0,['History'],"['Erembertus, bishop of Toulouse, ob. 674', 'S02215']",[],0,0
13738750,CC0,['History'],"['Kyrillos, bishop of Jerusalem, ob. 386', 'S01569']",[],0,0
16622360,In Copyright,"['Geography', 'History']","['acorns', 'grinding stones', 'pottery', 'southern China', 'starch analysis']","[{'id': 16622360, 'funder_name': None}]",0,1
13871006,CC0,['History'],['S00017'],[],0,0
13740037,CC0,['History'],['S00022'],[],0,0
13736167,CC0,['History'],"['lesser saints, on 10 August in the Martyrologium Hieronymianum', 'S02507']",[],0,0
8185667,In Copyright,"['Geography', 'History']","['Holocene', 'lacustrine sediments', 'Olympic Peninsula', 'paleoflood reconstructions', 'μXRF core scanning']","[{'id': 8185667, 'funder_name': None}]",0,1
13690750,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13691233,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13692259,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13692595,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13859012,CC0,['History'],['S00060'],[],0,0
13807568,CC0,['History'],"['S00973', 'S00974']",[],0,0
14174542,In Copyright,"['Geography', 'History']","['Fremont', 'Tavaputs', 'prehistoric agriculture', 'Colorado Plateau', 'Medieval Climate Anomaly', 'Range Creek Canyon']","[{'id': 14174542, 'funder_name': None}]",0,1
19968071,CC BY 4.0,['History'],"['Heritage city', 'Document/monument', 'Uses of the past']",[],0,27
13808024,CC0,['History'],"['S01037', 'S02834']",[],0,0
13808936,CC0,['History'],['S00033'],[],0,0
9924293,CC BY 4.0,['History'],"['Propaganda', 'WW2', 'Vietnam', 'Iraq', 'media coverage']",[],0,1
13857920,CC0,['History'],"['S00033', 'S01613']",[],0,0
13858082,CC0,['History'],['S00749'],[],0,0
13859099,CC0,['History'],"['S01727', 'S00050', 'S00020']",[],0,0
13729438,CC0,['History'],"['Zakchaios from Gadara and Alpheios from Caesarea, martyrs of Palestine', 'S00119']",[],0,0
13729624,CC0,['History'],"['Helena, empress and mother of Constantine, ob. 328', 'S00185']",[],0,0
13729645,CC0,['History'],"['Gabriel, the Archangel', 'S00192']",[],0,0
13860845,CC0,['History'],"['S00518', 'S00060']",[],0,0
13731097,CC0,['History'],"['Heraei of Tammah, martyr ob. 303–311', 'S00757']",[],0,0
13731802,CC0,['History'],"['Roufos, martyr in Melitene', 'S01007']",[],0,0
13732192,CC0,['History'],"['Thalelaios, martyr of Aigai (Cilicia, southeast Asia Minor)', 'S01137']",[],0,0
13732378,CC0,['History'],"['Three Hebrew Youths of the Old Testament Book of Daniel', 'S01198']",[],0,0
13732417,CC0,['History'],"['Antonius, monk in northern Italy and Lérins', 'S01208']",[],0,0
13737394,CC0,['History'],"['Ammonios, anachorite of Thynis in the Hermopolite nome', 'S02767']",[],0,0
13832858,CC0,['History'],['S00898'],[],0,0
13833932,CC0,['History'],['S01238'],[],0,0
13829009,CC0,['History'],"['S01238', 'S00439']",[],0,0
13830449,CC0,['History'],['S01385'],[],0,0
13830554,CC0,['History'],['S00198'],[],0,0
13830689,CC0,['History'],['S00084'],[],0,0
13689871,CC BY 4.0,['History'],"['Eastern Wyoming College', 'Oral Tradition', 'Oral History']",[],0,1
13690963,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13822130,CC0,['History'],['S01232'],[],0,0
13692280,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,3
13692391,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,3
13692982,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13693129,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13824782,CC0,['History'],['S00023'],[],0,0
13812488,CC0,['History'],"['S00060', 'S00023', 'S00007']",[],0,0
13681972,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682155,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13683304,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683445,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13814993,CC0,['History'],['S00060'],[],0,0
13947674,CC0,['History'],['S00133'],[],0,0
13818896,CC0,['History'],['S01316'],[],0,0
13837763,CC0,['History'],"['S01342', 'S00188', 'S01507', 'S01368', 'S00388', 'S01152']",[],0,0
13681969,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682242,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682470,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682503,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682980,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683022,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683040,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683058,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683268,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683337,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683481,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683619,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13702786,CC BY 4.0,['History'],['untagged'],[],0,1
13735009,CC0,['History'],"['Secundianus, martyr in Africa, ob. c. 303?', 'S02126']",[],0,0
13735042,CC0,['History'],"['Paulinus, bishop of York and Rochester, ob. 644', 'S02136']",[],0,0
13735585,CC0,['History'],"['lesser saints, on 28 April in the Martyrologium Hieronymianum: in Tarsus (Asia Minor), Africa, and Rome', 'S02313']",[],0,0
13735660,CC0,['History'],"['Placidus, priest and abbot in Auxerre (Gaul)', 'S02336']",[],0,0
13736059,CC0,['History'],"['Unnamed British or Breton saints', 'S02470']",[],0,0
13818707,CC0,['History'],"['S00036', 'S00008', 'S00411']",[],0,0
13819922,CC0,['History'],['S00323'],[],0,0
13820843,CC0,['History'],"['S00302', 'S00518', 'S00050', 'S00183', 'S00035']",[],0,0
13689919,CC BY 4.0,['History'],"['Eastern Wyoming College', 'Oral Tradition', 'Oral History']",[],0,1
13690171,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
13801673,CC0,['History'],['S00438'],[],0,0
13802879,CC0,['History'],['S00617'],[],0,0
13825445,CC0,['History'],"['S00020', 'S00217']",[],0,0
13696033,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,4
13837004,CC0,['History'],['S00030'],[],0,0
13733389,CC0,['History'],"['Jacob/Ya‘qob and his sister Mary/Maryam, martyrs in Persia under Shapur II', 'S01573']",[],0,0
13733497,CC0,['History'],"['Tarbo/Therbous/Pherbouthe and her companions, martyrs in Persia, ob. c. 341', 'S01611']",[],0,0
13733863,CC0,['History'],"['Therapon, bishop and martyr of Cyprus under Diocletian', 'S01751']",[],0,0
13733872,CC0,['History'],"['Floridus, 6th c. bishop of Perugia', 'S01754']",[],0,0
13734265,CC0,['History'],"['Kriskes, martyr of Myra', 'S01880']",[],0,0
13734940,CC0,['History'],"['Apollinaris, bishop of Valence (southern Gaul), ob. 520', 'S02104']",[],0,0
13735405,CC0,['History'],"['lesser saints, on 21 January in the Martyrologium Hieronymianum: in Rome, Africa, and elsewhere', 'S02256']",[],0,0
13866527,CC0,['History'],['S00035'],[],0,0
13735582,CC0,['History'],"['lesser saints, on 27 April in the Martyrologium Hieronymianum: in Asia Minor, Pannonia, Italy, and Egypt', 'S02312']",[],0,0
13735729,CC0,['History'],"['Marcellianus, bishop of Auxerre', 'S02357']",[],0,0
13736101,CC0,['History'],"['Azes, ascete and martyr in Isauria', 'S02485']",[],0,0
13736137,CC0,['History'],"['Abel, Old Testament patriarch, second son of Adam', 'S02497']",[],0,0
13736140,CC0,['History'],"['Judith, deuterocanonical Old Testament heroine', 'S02498']",[],0,0
13736248,CC0,['History'],"['Peregrinos, Loukianos and companions, martyrs of Dyrrhachium', 'S02536']",[],0,0
13736506,CC0,['History'],"['Patiens, archbishop of Lyon (Gaul), ob. 480', 'S02622']",[],0,0
13871357,CC0,['History'],['S00092'],[],0,0
13732840,CC0,['History'],"['Blaisios, martyr and bishop of Caesarea, ob. 316.', 'S01360']",[],0,0
13864133,CC0,['History'],['S00019'],[],0,0
7834982,CC BY 4.0,['History'],"['Sport History', 'Rio de Janeiro History', 'Turf', 'Santa Cruz']",[],0,10
13733464,CC0,['History'],"['Zoe and Hesperos, martyrs of Attaleia', 'S01600']",[],0,0
13858376,CC0,['History'],['S00023'],[],0,0
13873703,CC0,['History'],['S00080'],[],0,0
13874045,CC0,['History'],['S00036'],[],0,0
13745377,CC0,['History'],"['S00200', 'S00060']",[],0,0
13729270,CC0,['History'],"['Babylas, bishop and martyr of Antioch, and companions', 'S00061']",[],0,0
13729831,CC0,['History'],"['Severos, bishop of Antioch, ob. 538', 'S00262']",[],0,0
13730356,CC0,['History'],"['Proculus, martyr of Bologna', 'S00448']",[],0,0
13730533,CC0,['History'],"['Siricius, bishop of Rome, ob. 399, buried on the via Salaria', 'S00527']",[],0,0
13730725,CC0,['History'],"['Anaunian Martyrs (Sisinnius, Martyrius, Alexander), ob. c. 397', 'S00605']",[],0,0
13732096,CC0,['History'],"['Germanos, Theophilos and Kyrillos, martyrs of Kaisareia of Cappadocia', 'S01105']",[],0,0
13860140,CC0,['History'],['S00036'],[],0,0
13729585,CC0,['History'],"['Pontianus, bishop and martyr of Rome', 'S00169']",[],0,0
13730671,CC0,['History'],"['Gordianus, martyr of Rome under the emperor Julian, buried on the via Latina', 'S00579']",[],0,0
13796120,CC0,['History'],['S00106'],[],0,0
5280082,CC BY-NC-ND 4.0,"['Visual Communication Design (incl. Graphic Design)', 'Design Practice and Management not elsewhere classified', 'Design History and Theory', 'Urban and Regional Studies (excl. Planning)', 'Design', 'History']","['Sports culture', 'Sports uniform design', 'Leicester City Football Club', 'King Power Stadium', 'Colour identity']",[],1,2
13910375,CC0,['History'],"['S01640', 'S01510']",[],0,0
13839404,CC0,['History'],"['S00162', 'S00163', 'S00164', 'S00007', 'S01997']",[],0,0
13700257,CC BY 4.0,['History'],"['National Park Service Research Center', 'University of Wyoming', 'Moran', 'History', 'Biology', 'Forest Sciences', 'Life Sciences']",[],0,1
13739893,CC0,['History'],['S00019'],[],0,0
13878458,CC0,['History'],['S00033'],[],0,0
13913114,CC0,['History'],['S00406'],[],0,0
13915106,CC0,['History'],['S00455'],[],0,0
13877069,CC0,['History'],"['S00838', 'S00036']",[],0,0
13878638,CC0,['History'],"['S00275', 'S00276', 'S00280', 'S00772', 'S02281', 'S00278', 'S02282']",[],0,0
13909409,CC0,['History'],['S02572'],[],0,0
13909703,CC0,['History'],['S02667'],[],0,0
13910021,CC0,['History'],['S00482'],[],0,0
8668667,In Copyright,"['Geography', 'History']","['ancient DNA', 'archaeology', 'domestic strategies', 'epidemics', 'German loess zone', 'human remains', 'infectious disease', 'mortuary practice', 'multidisciplinary approach', 'Neolithic', 'palaeopathology']","[{'id': 8668667, 'funder_name': None}]",0,1
16796008,In Copyright,"['Geography', 'History']","['beach ridges', 'coastal deposition', 'coastal geomorphology', 'Holocene sea-level', 'luminescence', 'OSL dating']","[{'id': 16796008, 'funder_name': None}]",0,1
13902047,CC0,['History'],['S00919'],[],0,0
13899638,CC0,['History'],"['S00030', 'S02271', 'S00207']",[],0,0
13907249,CC0,['History'],['S02551'],[],0,0
13909112,CC0,['History'],['S00042'],[],0,0
13909643,CC0,['History'],"['S00477', 'S00404', 'S00684', 'S00464', 'S02851', 'S02814', 'S00173', 'S00514', 'S00475', 'S00515', 'S02703', 'S00476', 'S02854', 'S02855', 'S02856', 'S00486', 'S02857', 'S02820']",[],0,0
13732981,CC0,['History'],"['Olympias of Constantinople, ob. 408', 'S01414']",[],0,0
13733197,CC0,['History'],"['Twelve prophets of the Old Testament', 'S01503']",[],0,0
13733248,CC0,['History'],"['Desert Fathers, unspecified', 'S01521']",[],0,0
13864379,CC0,['History'],"['S00520', 'S01880', 'S01896']",[],0,0
13733791,CC0,['History'],"['Akebeshma/Akepsimas, bishop and martyr of Adiabene and his companions, ob. mid-4th c.', 'S01725']",[],0,0
13734415,CC0,['History'],"['Hermes and companions, martyrs of Marseilles/Africa, 3rd cent.', 'S01937']",[],0,0
13734457,CC0,['History'],"['Macedonus, Patricia, and Modesta, family of martyrs at Nicomedia', 'S01952']",[],0,0
13735387,CC0,['History'],"['Colmán moccu Loígse, bishop in Leinster (Ireland), 6th c.', 'S02250']",[],0,0
13736392,CC0,['History'],"['lesser saints, on 31 August in the Martyrologium Hieronymianum: in Ancyra (Asia Minor)', 'S02585']",[],0,0
13736611,CC0,['History'],"['Taisia/Thais, penitent of Egypt, 4th c.', 'S02646']",[],0,0
13908014,CC0,['History'],['S00030'],[],0,0
14564292,CC BY-NC-ND 4.0,"['Australian Literature (excl. Aboriginal and Torres Strait Islander Literature)', 'Australian History (excl. Aboriginal and Torres Strait Islander History)', 'History', 'Literary Studies not elsewhere classified', 'Stylistics and Textual Analysis']","['Pulp', 'Pulp Fiction', 'Publishing', 'Australia', 'low literature', 'genre', 'crime', 'sci-fi', 'Westerns', 'romance']",[],1,2
13909097,CC0,['History'],['S00008'],[],0,0
13643645,CC BY 4.0,['History'],"['French', 'Gauche Prolétarienne (GP)', 'Proletarian Left', 'Vingt-Deux Mars/22 Mars', '22 March movement']","[{'id': 13643645, 'funder_name': 'Arts and Humanities Research Council'}]",1,3
13730425,CC0,['History'],"['Eighteen martyrs of Saragossa (Spain)', 'S00485']",[],0,0
13807496,CC0,['History'],"['S00970', 'S00923']",[],0,0
13808546,CC0,['History'],['S01104'],[],0,0
13677688,CC BY 4.0,['History'],['Arts and Humanities'],[],0,1
13808870,CC0,['History'],['S00060'],[],0,0
13809635,CC0,['History'],"['S00042', 'S00020', 'S00414', 'S00259', 'S00616', 'S00017', 'S00406', 'S00878', 'S00740', 'S00879', 'S00199', 'S00842', 'S00060']",[],0,0
13798334,CC0,['History'],"['S00033', 'S00020']",[],0,0
13805312,CC0,['History'],['S00181'],[],0,0
13806092,CC0,['History'],"['S00385', 'S00033', 'S00270', 'S00020', 'S00765', 'S00259', 'S00305']",[],0,0
13797857,CC0,['History'],"['S00191', 'S00181', 'S00192']",[],0,0
7518815,CC BY 4.0,['History'],"['Manoel Antonio da Silva Serva', 'servinas', 'press in colonial Bahia.']",[],0,7
13811915,CC0,['History'],['S00023'],[],0,1
13812092,CC0,['History'],['S00017'],[],0,0
13682026,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682044,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682062,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,2
13682098,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682218,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682572,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682590,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13682869,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13683265,CC BY 4.0,"['North American History', 'History']","['Photography, Stereoscopic', 'Yellowstone National Park', 'Wyoming']",[],0,1
13803707,CC0,['History'],['S00313'],[],0,0
13803743,CC0,['History'],"['S00020', 'S00042']",[],0,1
13828472,CC0,['History'],"['S00033', 'S00518', 'S00259', 'S00480', 'S00023', 'S00608']",[],0,8
13829399,CC0,['History'],['S00060'],[],0,0
13830566,CC0,['History'],['S00198'],[],0,0
14067583,CC BY-NC 4.0,"['Geography', 'History']","['archaeology', 'barley', 'irrigation', 'stable carbon isotope analysis', 'water management', 'water stress']",[],0,1
13806914,CC0,['History'],['S00520'],[],0,0
12840527,In Copyright,"['Geography', 'History']","['beech expansion', 'forest hollow', 'Larix decidua', 'North Hungarian Mountains', 'Pinus cembra', 'plant macrofossil']","[{'id': 12840527, 'funder_name': None}]",0,1
15025944,In Copyright,"['Political Theory and Political Philosophy', 'Migration', 'History', 'Jewish Studies', 'Migrant Cultural Studies']","['thesis', 'politics', 'political violence', 'Palestine', 'colonialism', 'Zionism', 'Palestine national movement', 'settlers', 'Israel-Palestine', 'British Empire']",[],0,0
13693624,CC BY 4.0,['History'],"['Western Wyoming Community College (1989- )', 'Oral tradition', 'Oral history']",[],0,2
